artistName|artistUri|songName|songUri|songDuration|songPopularity|played_at
Saib|spotify:artist:6N4HlHINMvoTyAL0yhBUCk|Samui Sunrise|spotify:track:1D9DJXFwwB91MBatZ7wnSv|204137|59|2020-11-04T16:40:48.182Z
Rosehip|spotify:artist:3FEUxHWFYivuxwd4tjIPoT|Awake|spotify:track:3tRzqJdt8IJGFyVJac26cj|186000|56|2020-11-04T16:37:23.537Z
Slowheal|spotify:artist:6XfzIkZ3Qel4Lvhba67CqC|Coral Reef|spotify:track:3ElDX6t2ayq83erLIjy3fx|162000|59|2020-11-04T16:34:17.041Z
David Cutter Music|spotify:artist:5yhFNHP0rMKAtz0fP7IArF|Seeing|spotify:track:5IDC51zWQlUoddMmgLW1uc|177161|55|2020-11-04T16:31:34.520Z
Moods|spotify:artist:14uVJsPC4DByeuD0cq36ez|Bucket List|spotify:track:4Zj1SOVdpAjonu9G59wxm5|133374|55|2020-11-04T16:28:36.893Z
David Segall|spotify:artist:0xMhPIBq3phKARODdJGtr3|Guacamole Song|spotify:track:3l2pofftJcPKCKaamVaFV7|166146|10|2020-11-04T16:26:21.385Z
David Segall|spotify:artist:0xMhPIBq3phKARODdJGtr3|Guacamole Song|spotify:track:3l2pofftJcPKCKaamVaFV7|166146|10|2020-11-04T16:10:57.186Z
Louis La Roche|spotify:artist:0a03X57i18eG1yBzpmhZAs|Lovers|spotify:track:7shoQ4xWHE3cfkJ79XeY35|314347|32|2020-11-04T16:01:48.864Z
Louis La Roche|spotify:artist:0a03X57i18eG1yBzpmhZAs|Lovers|spotify:track:7shoQ4xWHE3cfkJ79XeY35|314347|32|2020-11-04T15:09:15.635Z
Dua Lipa|spotify:artist:6M2wZ9GZgrQXHCFfjv46we|Don't Start Now - Purple Disco Machine Remix|spotify:track:2JzErxvclrRRG9bj9dEXR3|216774|58|2020-11-04T14:43:16.223Z
Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|Love Story|spotify:track:1vrd6UOGamcKNGnSHJQlSt|235266|71|2020-11-04T14:38:18.827Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|43|2020-11-04T14:34:10.763Z
Andrew Bayer|spotify:artist:5dFuu05x8SPBuymudrTBU8|Parallels pt. 2 - Edit|spotify:track:4SvdKYcHsSsxJJAoiGjBEH|376874|20|2020-11-04T13:51:26.869Z
Dua Lipa|spotify:artist:6M2wZ9GZgrQXHCFfjv46we|Don't Start Now - Purple Disco Machine Remix|spotify:track:2JzErxvclrRRG9bj9dEXR3|216774|58|2020-11-03T22:56:09.607Z
Nora En Pure|spotify:artist:24DO0PijjITGIEWsO8XaPs|Birthright|spotify:track:24KBMWfxD8l3z9JwfgU9oL|183565|54|2020-11-03T22:45:53.764Z
Madeon|spotify:artist:4pb4rqWSoGUgxm63xmJ8xc|Pay No Mind (feat. Passion Pit)|spotify:track:3rsq3qtqNBId48c0IVraTS|249440|52|2020-11-03T22:42:52.194Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|43|2020-11-03T22:20:08.894Z
Lane 8|spotify:artist:27gtK7m9vYwCyJ04zz0kIb|I / Y|spotify:track:4kZgxNJrexSsATXK1lQrQS|354098|55|2020-11-03T22:07:39.075Z
DJ Gotta|spotify:artist:2LiS7gJzbN1cv22Fxg6wng|Love Story Remix (I Love You) [TikTok Dance]|spotify:track:7gj7UTufJDTQWuEPHHpvFr|176743|47|2020-11-03T22:01:15.184Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|43|2020-11-03T20:34:31.229Z
Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|Love Story|spotify:track:1vrd6UOGamcKNGnSHJQlSt|235266|71|2020-11-03T20:28:29.563Z
Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|Love Story|spotify:track:1vrd6UOGamcKNGnSHJQlSt|235266|71|2020-11-03T20:19:50.192Z
Andrew Bayer|spotify:artist:5dFuu05x8SPBuymudrTBU8|Parallels pt. 2 - Edit|spotify:track:4SvdKYcHsSsxJJAoiGjBEH|376874|20|2020-11-03T19:59:59.062Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|43|2020-11-03T19:49:54.823Z
Graham Coxon|spotify:artist:7ueZp29tCNwjIj4yAMTEaC|Saturday Night|spotify:track:7hQ4wgMxdpY9rYqP23VSSE|124133|37|2020-11-03T19:44:15.742Z
Seven Lions|spotify:artist:6fcTRFpz0yH79qSKfof7lp|Nepenthe|spotify:track:1q3E9rGb23QYUVVef8dCKz|315520|28|2020-11-03T19:42:11.090Z
Kaskade|spotify:artist:6TQj5BFPooTa08A7pk8AQ1|Feeling The Night|spotify:track:5yWSJO5w7owOBi8OQ9ekLF|254409|32|2020-11-03T19:36:55.039Z
Marcus Marr|spotify:artist:6l5dAUNRhHnRSPPmRJSKQr|Birthday Card|spotify:track:3cvlrRnRdE3qq2itmDN9FR|466300|11|2020-11-03T18:19:27.509Z
Full Crate x Mar|spotify:artist:6jNOJmB6z7VATJ062NlwCd|Nobody Else|spotify:track:2Tnfa63GNdPJ50jVtZM7dr|217590|41|2020-11-03T18:11:50.246Z
Maor Levi|spotify:artist:7iVuXpgNEl87BwdwV1L6he|Lital - Original Mix|spotify:track:0ntJB1Z6AB1ejt2vfHzFV3|529186|10|2020-11-03T18:08:12.146Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Numb|spotify:track:7rBpjxstrSsuOLqnuOC028|230040|67|2020-11-03T17:59:22.379Z
Tracy Chapman|spotify:artist:7oPgCQqMMXEXrNau5vxYZP|Open Arms - 2015 Remaster|spotify:track:6eWoTqIpKPFhgVHDK1uVrf|274173|43|2020-11-03T17:55:31.822Z
Guy J|spotify:artist:7Em4kWZ5atMYknHwSkp3gD|Nirvana|spotify:track:4ReAyZjDI6HZDk232aW4uw|618250|34|2020-11-03T17:49:25.075Z
Sebastian Ledher|spotify:artist:6KUSLPXO8e94sZWVksv4nn|Lany (feat. Syla) - DJ PP Remix|spotify:track:1nAEehUAaNzPUvi7nzHjzu|543817|9|2020-11-03T17:39:06.207Z
Billy Joel|spotify:artist:6zFYqv1mOsgBRQbae3JJ9e|Christie Lee|spotify:track:0wXtJFhGYMkccpJK0jhaQr|211133|36|2020-11-03T17:30:02.046Z
Cœur De Pirate|spotify:artist:2eRNMtoi82UZUuaL6naDjA|La vie est ailleurs|spotify:track:5kmrMcKpSFvdfoYrvCPllT|147226|31|2020-11-03T17:26:30.353Z
Erdi Irmak|spotify:artist:5KIoXQYGj3bWNxCVkiW7M6|Fever - Original Mix|spotify:track:66IxFzjOSbjGTekHvBWNTJ|316812|1|2020-11-03T17:24:02.636Z
Roy Buchanan|spotify:artist:0augulkuXFx1qPfb590w2C|The Messiah Will Come Again|spotify:track:17X9PiwR8WODuqWyBIt2uI|355400|34|2020-11-03T17:18:44.298Z
Joan As Police Woman|spotify:artist:6PBv8t9YTLggA9ZMwpeoqj|To Be Loved|spotify:track:73hFGhyiiu1caIy8ReUi1d|183493|17|2020-11-03T17:12:48.354Z
DJ Mes|spotify:artist:55bdHrwcKphkmsNJhQZ3fN|Da Change - Miguel Migs Salty Rub|spotify:track:6Qrc3kdy4SJeRigGOBTeai|395409|13|2020-11-03T17:09:44.369Z
Detlef|spotify:artist:5lZ8HC92jRDlyeq0vSxGeI|Swagon|spotify:track:4BkV1l61cugb2mOnoPei2H|212810|48|2020-11-03T17:03:08.363Z
Disclosure|spotify:artist:6nS5roXSAGhTGr34W6n7Et|Moving Mountains|spotify:track:2vMvitDH9MLigSsxpEVzIN|335965|40|2020-11-03T16:59:35.057Z
Mr. Probz|spotify:artist:33W1pnW9zScZtYTnAoWnOT|Waves - Robin Schulz Radio Edit|spotify:track:1HFfMOxCAT4GAwaPfCdmUs|208133|75|2020-11-03T15:32:11.265Z
Loleatta Holloway|spotify:artist:3m5hegxlB80Z2zQb1893pc|Love Sensation|spotify:track:4OmDRl8nlE1IkWkwS82nY3|366200|48|2020-11-03T15:28:42.638Z
Bondi|spotify:artist:0ZPxafqcgMv07OtNWFapKk|Trippin - Gabe Remix|spotify:track:0nthfTaT3kkn6AoJIPT6ER|419204|18|2020-11-03T15:22:35.875Z
ZHU|spotify:artist:28j8lBWDdDSHSSt5oPlsX2|Generationwhy|spotify:track:31ZdIGyNncuufUjNTp5ZY3|232133|51|2020-11-03T15:15:36.182Z
Nas|spotify:artist:20qISvAhX20dpIbOOzGK3q|Ghetto Prisoners|spotify:track:1rSS6Y3LWd6c7m2DA7c9Um|240600|33|2020-11-03T15:11:43.519Z
Eric Prydz|spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R|Call on Me - Radio Mix|spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff|171360|74|2020-11-03T15:07:42.396Z
Dusky|spotify:artist:5gqoUf9vKKv96b1c0GBKwu|Careless|spotify:track:5yaGDSfEvvmmLl4yJBIRa6|391685|49|2020-11-03T15:04:50.472Z
Azure Ryder|spotify:artist:5RTpt7F1M8N8w1JlnDBeH8|Wolves|spotify:track:59hfgU3tsQ0zKpSX7toiwn|163821|60|2020-11-03T14:58:18.312Z
Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|Love Story|spotify:track:1vrd6UOGamcKNGnSHJQlSt|235266|71|2020-11-03T01:59:41.925Z
Double Touch|spotify:artist:2gs35pd58Hjh9gOlH95QtF|Greatest Day|spotify:track:6z6wlyLxaRwqhJcxnu8boq|229286|35|2020-11-03T00:59:18.500Z
Jako Diaz|spotify:artist:0N5xjvZDyBf8kGuYCBJNJz|We Never Got Lost|spotify:track:5f9tDfjSdE1q3njmpOPkFf|260338|31|2020-11-03T00:55:30.849Z
Sondrio|spotify:artist:6KJC1M9nvTzV2R2VmB7Bo5|You & I|spotify:track:4nv58e7q8KdkSafgTlQ7VB|382006|41|2020-11-03T00:51:11.412Z
Moullinex|spotify:artist:1XFbnj1jNNzzyg46ni3dnr|Luz|spotify:track:45kCDo9NLjHPJZbg71yBmP|283988|39|2020-11-03T00:44:43.187Z
Mero Benss|spotify:artist:5iX4mIlYzzbNVttE5kBStA|Creatures of the Sea|spotify:track:2bWRWFZLMz7b6m4eLnzhj7|177196|0|2020-11-02T19:06:32.038Z
Mero Benss|spotify:artist:5iX4mIlYzzbNVttE5kBStA|Creatures of the Sea|spotify:track:2bWRWFZLMz7b6m4eLnzhj7|177196|0|2020-11-02T19:06:15.193Z
Blewbird|spotify:artist:3aKYNxHBFiIcw0yrv06R6W|Hideout|spotify:track:0c0ZcsOesYMcOc6sAEOrY9|177230|55|2020-11-02T12:15:08.879Z
Grace Carter|spotify:artist:2LuHL7im4aCEmfOlD4rxBC|Fired Up|spotify:track:7gxW8RQnNQHAFi6aBVMCBL|201086|62|2020-11-02T03:38:58.873Z
Kygo|spotify:artist:23fqKkggKUBHNkbKtXEls4|Only Us|spotify:track:1SQbUQ8w21CxAhvkZvHN0u|202465|62|2020-11-02T03:35:40.641Z
Shallou|spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk|Older|spotify:track:07dQEivh1UNFqtWOnEpyUC|217946|64|2020-11-02T03:32:16.377Z
Snakehips|spotify:artist:2FwJwEswyIUAljqgjNSHgP|Summer Fade (feat. Anna of the North)|spotify:track:3UIGE2FXaUUcYWA31Og0XO|204710|64|2020-11-02T03:28:42.069Z
James Vickery|spotify:artist:68tR0TsEKX89ID4fyBMgch|Pressure (with SG Lewis)|spotify:track:04ToULF2xWTbVtfAUk6K7P|169411|63|2020-11-02T03:25:19.765Z
Jon Lajoie|spotify:artist:0ru4hXR4RJY1mikvbQKgWa|Cold Blooded Christmas|spotify:track:73njjfrB2Pk2KBIbdl88fT|134386|23|2020-11-02T02:42:02.485Z
Jon Lajoie|spotify:artist:0ru4hXR4RJY1mikvbQKgWa|Everyday Normal Guy 2|spotify:track:2hhFpD32iXUd4GaCu6T4wn|195693|59|2020-11-02T02:38:30.387Z
Alicia Keys|spotify:artist:3DiDSECUqqY1AuBP8qtaIa|Me x 7 (feat. Tierra Whack)|spotify:track:5KD5QVEEH8dJCJ6CT0DaNG|212973|66|2020-11-02T00:56:14.940Z
Soleima|spotify:artist:71le7jtjw9hq389Fnvi6XM|Cheers for the Tears|spotify:track:1luf18dR160FyYqTnIAXfE|174733|56|2020-11-02T00:52:43.612Z
NOTD|spotify:artist:5jAMCwdNHWr7JThxtMuEyy|Wanted|spotify:track:1lGVyEkGHUz7Pg78QGaS4a|160997|67|2020-11-02T00:49:49.638Z
Tómas Welding|spotify:artist:5A03saeTY76fYsuWrzUXqr|Lifeline|spotify:track:3bveGlyB1hTt9g2qqkR0jl|200347|64|2020-11-02T00:47:10.368Z
JP Cooper|spotify:artist:4kYGAK2zu9EAomwj3hXkXy|Too Close|spotify:track:78mr61kO90CraleDN2kcDz|184997|64|2020-11-02T00:43:51.800Z
Sasha Sloan|spotify:artist:4xnihxcoXWK3UqryOSnbw5|Lie|spotify:track:04NMWz4ctkuILV6mUR2iWp|209131|72|2020-11-02T00:40:48.536Z
Grace Carter|spotify:artist:2LuHL7im4aCEmfOlD4rxBC|Blame|spotify:track:6pQUQdaZacg722q6sg6fPR|251527|61|2020-11-02T00:37:21.247Z
James Blake|spotify:artist:53KwLdlmrlCelAZMaLVZqU|Godspeed|spotify:track:5WfACgyEk4rwdWU3rrzNt1|173840|70|2020-11-02T00:33:11.469Z
Miley Cyrus|spotify:artist:5YGY8feqx7naU7z4HrwZM6|Slide Away|spotify:track:44ADyYoY5liaRa3EOAl4uf|233654|77|2020-11-02T00:30:19.389Z
Alicia Keys|spotify:artist:3DiDSECUqqY1AuBP8qtaIa|So Done (feat. Khalid)|spotify:track:3X3TlieuOl8aWzw2HeigUo|235785|71|2020-11-02T00:26:27.445Z
LANY|spotify:artist:49tQo2QULno7gxHutgccqF|cowboy in LA|spotify:track:22ZcJxQkzIL6EU692kAFWY|213800|72|2020-11-02T00:22:33.440Z
John Mayer|spotify:artist:0hEurMDQu99nJRq8pTxO14|Carry Me Away|spotify:track:6TL3MOcVW8i1UiJkvhpDbR|156986|71|2020-11-02T00:19:01.453Z
Mokita|spotify:artist:3sKeaby6GMSJWgYueZaSjE|ICLYA|spotify:track:32KLV8pNI4SRyPvnaTyNVA|165990|55|2020-11-02T00:16:26.076Z
SONIA|spotify:artist:29mFfyTK9p5UIV5OW6owEj|Joyride|spotify:track:5lBP49wdNHz8eMTIbi3bfb|161733|54|2020-11-02T00:13:41.906Z
Jon Bryant|spotify:artist:2gzH4rGNFJeNg13yv2uI4L|Headphones|spotify:track:07YRZrOmEGdDicx0YziCPf|204998|56|2020-11-02T00:11:01.901Z
Alina Baraz|spotify:artist:6hfwwpXqZPRC9CsKI7qtv1|Endlessly|spotify:track:1Y3wJ8OUBLM1L25QOfzb8V|300574|54|2020-11-02T00:07:38.721Z
Nightly|spotify:artist:3qDMrpZHtZEtVl5i1l7hP3|Twenty Something - Stripped Sessions|spotify:track:0qxRmtTovuLU4VBz5y4DsJ|261527|58|2020-11-02T00:02:39.897Z
Azure Ryder|spotify:artist:5RTpt7F1M8N8w1JlnDBeH8|Wolves|spotify:track:59hfgU3tsQ0zKpSX7toiwn|163821|60|2020-11-01T23:57:43.093Z
Strandels|spotify:artist:3LLMpSdGz5j8j7qxgbiRCF|Not My Party|spotify:track:3pM9zsW73bvLW05u2Cdog2|173280|52|2020-11-01T23:55:01.003Z
OneRepublic|spotify:artist:5Pwc4xIPtQLFEnJriah9YJ|Wild Life|spotify:track:6oaQuXiRKqQq9ITJBV1XmC|267117|72|2020-11-01T23:52:09.389Z
Elias Boussnina|spotify:artist:3VBjLrfRolCjRRPN5y5XIU|Closer|spotify:track:2APVxF0SotzEpTu9sXH84G|178095|54|2020-11-01T23:47:44.081Z
LÉON|spotify:artist:4SqTiwOEdYrNayaGMkc7ia|Falling Apart|spotify:track:3TAGAAWQ9HeosMtv4dz2jf|195037|52|2020-11-01T23:44:47.711Z
King Princess|spotify:artist:6beUvFUlKliUYJdLOXNj9C|Prophet|spotify:track:4eA4z7FCy5Fp6mh8acV3GY|249773|58|2020-11-01T23:41:34.315Z
Dylan Dunlap|spotify:artist:7CanUos0itnFLMrCiT839W|If That's Alright|spotify:track:73DIbRM5kj3zEJLRlENIWp|235393|53|2020-11-01T23:37:26.396Z
Gabrielle Aplin|spotify:artist:3w6zswp5THsSKYLICUbDTZ|Losing Me|spotify:track:4P6g8wuXeR3wznFk7WnI4w|180640|71|2020-11-01T23:33:32.719Z
Anna of the North|spotify:artist:1mSJCvDX0W7Dn7S9C6vmvI|Thank Me Later|spotify:track:2sXCQPtgvMEDu9m1tlQInQ|204240|49|2020-11-01T23:30:33.818Z
Alina Baraz|spotify:artist:6hfwwpXqZPRC9CsKI7qtv1|Off the Grid (feat. Khalid)|spotify:track:66RPX3Neyf2jim51gdtjqd|200303|63|2020-11-01T23:27:11.321Z
Emotional Oranges|spotify:artist:12trz2INGglrKMzLmg0y2C|Just Like You|spotify:track:0sYfwwEy0UyNizk6na4zGm|215840|61|2020-11-01T23:23:52.726Z
Fintan|spotify:artist:1JLB3JYl1p8ob8o5Y35bT6|Way Up|spotify:track:2dcA5V4ADoZQ7jpJwPsGjK|177449|58|2020-11-01T23:20:18.557Z
Dillon Francis|spotify:artist:5R3Hr2cnCCjt220Jmt2xLf|Barely Breathing|spotify:track:0l2Kzhhu7zMQvJpLT8uASL|162000|47|2020-11-01T23:17:22.930Z
LÉON|spotify:artist:4SqTiwOEdYrNayaGMkc7ia|In a Stranger's Arms|spotify:track:5Tl8bvgo5shLODXiT9ckva|200219|65|2020-11-01T23:14:42.603Z
Toulouse|spotify:artist:4Vy0AbsAmU5l3ZWOxhilzr|If I Wunna|spotify:track:5xsBxt4LT9mT0lJncUFpO1|218181|48|2020-11-01T23:11:24.135Z
Dua Lipa|spotify:artist:6M2wZ9GZgrQXHCFfjv46we|Fever|spotify:track:3wJVBz7gvGTwTWVAxFa6ny|156910|70|2020-11-01T23:07:47.739Z
Yebba|spotify:artist:1ooV8YZC1KbpEcrmI8WH0F|Where Do You Go|spotify:track:3pil7DXQmpnQcImkoF4wz1|237493|58|2020-11-01T23:05:12.621Z
Imaginary Future|spotify:artist:470WlqN9HSRDGNaMufeHHF|Float On|spotify:track:6rJUWBi2vx7eIH9xpWLlnw|196800|58|2020-11-01T23:01:16.837Z
Griff|spotify:artist:5RJFJWYgtgWktosLrUDzff|1,000,000 X Better|spotify:track:1wYHNvK8jXzA4TASd5bTMU|191739|64|2020-11-01T22:58:01.745Z
Fiji Blue|spotify:artist:1e7K8jD3wRuQfnwDAOeGqe|Space Makes Me Sad|spotify:track:4CdAmV6qgACPWHxjCrf7fp|136419|58|2020-11-01T22:54:51.746Z
LØLØ|spotify:artist:5MjcGshMggPgIHinIUDaX0|Dancing in the Dark|spotify:track:1Lmm7Nz42ecjZn2WZU64JA|178471|58|2020-11-01T22:52:36.985Z
Sam Smith|spotify:artist:2wY79sveU1sp5g7SokKOiI|My Oasis (feat. Burna Boy)|spotify:track:2KoHxhRyWxJzA0VafWd5Nk|179916|79|2020-11-01T22:46:48.507Z
BEXY|spotify:artist:4TQghEqEIHPNw2xDSSqnpP|Wish We Had History|spotify:track:32rW37r60HLUJj8qlleba7|220800|52|2020-11-01T22:43:50.452Z
Oh Wonder|spotify:artist:5cIc3SBFuBLVxJz58W2tU9|I Like It When You Love Me|spotify:track:6UiS2IW9dEZwC6TluY5zSy|226560|61|2020-11-01T22:40:11.354Z
Oh Wonder|spotify:artist:5cIc3SBFuBLVxJz58W2tU9|I Like It When You Love Me|spotify:track:6UiS2IW9dEZwC6TluY5zSy|226560|61|2020-11-01T22:37:44.181Z
Glass Animals|spotify:artist:4yvcSjfu4PC0CYQyLy4wSq|Heat Waves|spotify:track:6CDzDgIUqeDY5g8ujExx2f|238805|76|2020-11-01T22:36:26.299Z
Lucas Estrada|spotify:artist:2tndYCXQneCV4jtoWRwVpz|Blinding Lights|spotify:track:7JAo7wy8BzmP9smtTJ3fuU|130899|65|2020-11-01T22:32:27.498Z
HAIM|spotify:artist:4Ui2kfOqGujY81UcPrb5KE|Summer Girl - Bonus Track|spotify:track:4iVAyRRWdgjwBooBaSkSRc|205026|59|2020-11-01T22:30:16.623Z
DAVID44|spotify:artist:2HiZaaRvMsaeVCXyGzP3hk|Levitate|spotify:track:4QKLKDRV3iWygXV4Gp4hzb|215999|48|2020-11-01T22:26:51.612Z
Victoria Monét|spotify:artist:63XBtGSEZINSyXylZxEUbv|Experience|spotify:track:0hRRNHeSZv2x6pHCcXPAct|176773|66|2020-11-01T22:23:15.585Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Back To My Bed|spotify:track:0NHBjddjKTkJQvEb5oTilt|202106|65|2020-11-01T22:20:18.801Z
Matt Simons|spotify:artist:1g0fXhQMHAxlRyIBkCbuE7|Cold|spotify:track:5rdhDMfiwWNnrEQpjUVpDu|173195|65|2020-11-01T22:16:56.654Z
Christine and the Queens|spotify:artist:04vj3iPUiVh5melWr0w3xT|People, I've been sad|spotify:track:5stdNNY7SUv12p5sLkaBlL|260876|64|2020-11-01T22:14:03.516Z
Blewbird|spotify:artist:3aKYNxHBFiIcw0yrv06R6W|Hideout|spotify:track:0c0ZcsOesYMcOc6sAEOrY9|177230|55|2020-11-01T22:09:42.610Z
Grace Carter|spotify:artist:2LuHL7im4aCEmfOlD4rxBC|Fired Up|spotify:track:7gxW8RQnNQHAFi6aBVMCBL|201086|62|2020-11-01T22:06:45.405Z
Kygo|spotify:artist:23fqKkggKUBHNkbKtXEls4|Only Us|spotify:track:1SQbUQ8w21CxAhvkZvHN0u|202465|62|2020-11-01T22:03:24.292Z
Shallou|spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk|Older|spotify:track:07dQEivh1UNFqtWOnEpyUC|217946|64|2020-11-01T22:00:01.830Z
Snakehips|spotify:artist:2FwJwEswyIUAljqgjNSHgP|Summer Fade (feat. Anna of the North)|spotify:track:3UIGE2FXaUUcYWA31Og0XO|204710|64|2020-11-01T21:56:23.893Z
James Vickery|spotify:artist:68tR0TsEKX89ID4fyBMgch|Pressure (with SG Lewis)|spotify:track:04ToULF2xWTbVtfAUk6K7P|169411|63|2020-11-01T21:52:59.105Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Something About You (with Rudimental) - Chill Mix|spotify:track:6sgqf4wXFWSAmjL1TEXNvZ|166533|66|2020-11-01T21:50:09.789Z
James Vickery|spotify:artist:68tR0TsEKX89ID4fyBMgch|Pressure (with SG Lewis)|spotify:track:04ToULF2xWTbVtfAUk6K7P|169411|63|2020-11-01T21:46:48.001Z
Keljet|spotify:artist:0aF0pIALJDBCfFgqiTaK2g|Do This|spotify:track:5zrISuhxhXCp4Tnm6gjWZl|231593|37|2020-10-31T22:52:28.953Z
DJ Counselling|spotify:artist:4wtM4f9PYov4bMpCoG4Wac|Everybody|spotify:track:6o1BLNPAcJNiCLJVLRqGrN|266803|38|2020-10-31T22:49:11.570Z
Duke Boara|spotify:artist:6EL8x2zkCRGzb32jvrSI56|Focus|spotify:track:5RV8gktQLvYsev4UPTwX0h|289919|33|2020-10-31T22:44:46.619Z
boerd|spotify:artist:5E5cEevLYdQHU04gIkA3ff|Someone - Jody Wisternoff & James Grant Remix [Mixed]|spotify:track:5ChV7cLTqBSbIJ5T4oW5gr|364880|31|2020-10-31T22:39:58.225Z
Kapote|spotify:artist:3sySIHNL0hqR7eOlm3LNTH|L.O.V.E. 2020 (NYC Tribute)|spotify:track:6u0ZeeZx9zQOA78r5EC7Xh|283010|23|2020-10-31T22:33:55.334Z
Coppola|spotify:artist:3ZWMer3TwUiMxSFYqgfurT|Kings & Queens|spotify:track:4FltqWgq9lNJhYHnOMjJ7s|307500|42|2020-10-31T22:28:12.052Z
Ben Böhmer|spotify:artist:5tDjiBYUsTqzd0RkTZxK7u|Maelstrom|spotify:track:4ItMchWCT6d3acnzQfcpmy|237176|47|2020-10-31T22:21:59.118Z
Android Cartel|spotify:artist:6ZaLBRmhbbx9ZyAZ93VL9D|Robots With Soul Part 2 - Original Mix|spotify:track:5y6CnB9Q3WDQvVG5rwoYZ1|534500|42|2020-10-31T16:00:50.469Z
Pietro Nicosia|spotify:artist:5ksf5Zro72jXPwmV8gnFGG|Sogni (feat. Zouratiè Konè)|spotify:track:2I7IA7FYHqzij8bUPpiAs7|253529|32|2020-10-31T15:52:11.265Z
Mattei & Omich|spotify:artist:5qNEoHUXKgmtpA2hwKwRVC|Doors - Extended Mix|spotify:track:2k0C9mlj5S2lAi5zC0MorP|421500|34|2020-10-31T15:47:15.294Z
100 Keigh|spotify:artist:1FQzMTtbPIlbti4O3Z6MYm|Nillla (La la La la La)|spotify:track:3ZRb3HCjzWH2bQqlzk52xb|242020|41|2020-10-31T15:25:53.995Z
Seb Wildblood|spotify:artist:51Rlwvwkj8L3zakIRr6dUV|small talk|spotify:track:64DIsAaXUycVf9ZTHMn5tQ|325680|27|2020-10-31T15:21:53.830Z
PRAANA|spotify:artist:7rgcAsQrCXfkQ4c7T0qF4n|Mojave|spotify:track:4MpvgVAOYUxGpBUrxVXv5O|291500|42|2020-10-31T15:15:55.910Z
PRAANA|spotify:artist:7rgcAsQrCXfkQ4c7T0qF4n|Mojave|spotify:track:4MpvgVAOYUxGpBUrxVXv5O|291500|42|2020-10-31T15:13:02.276Z
Kid Enigma|spotify:artist:6xh20mDGCfR9jH2tYotdBE|Floss|spotify:track:3I7cvFHNwanYTnGiK6qrQ0|410439|40|2020-10-31T15:05:29.807Z
2fox|spotify:artist:4E9diB5Z272adMK6Hnn5c0|All Love|spotify:track:5CYtyWsyAEmPfn6OcbG921|330579|43|2020-10-31T14:11:14.023Z
Girls of the Internet|spotify:artist:5tGmvKTFVL9bGZTxtvopHE|Holding on|spotify:track:2FvlRgrTJqeFbbVojx7Cgb|282371|45|2020-10-31T14:05:45.200Z
Franc Moody|spotify:artist:10GT4yz8c6xjjnPGtGPI1l|Dream in Colour - Gerd Janson Remix|spotify:track:0PiXZWBJdnvFRfnuzIuGeR|417981|27|2020-10-31T14:01:04.604Z
Luces|spotify:artist:2nTszVYC8tUwS62OuQNsMN|Fantasma|spotify:track:3oe6dniq7qxwKoE2oGAX1P|360742|31|2020-10-31T13:54:08.369Z
Odette|spotify:artist:7mKPKcRmTkm2yODrmr7K1s|Radiate|spotify:track:48P4RxHWG5pklN7z0saJdT|415999|39|2020-10-31T13:48:08.065Z
tade kop|spotify:artist:3hRZovynAos5EBfchVKP1X|This Moment|spotify:track:5dg97Wk0dj5LsywKrVEdRH|476160|37|2020-10-31T13:41:15.197Z
Running Touch|spotify:artist:5bdwzvp6eirvqh0TwOwjgE|Make Your Move - TWO LANES Remix|spotify:track:6CA8KygDswsNQhW0WPRiTh|248000|42|2020-10-31T13:33:20.815Z
George Mensah|spotify:artist:3iSq7kYQOAjugsv9RjCFue|Thief In The Night - Max Chapman Remix|spotify:track:5irsvmBI8GwFkR5KKFEyLm|213904|38|2020-10-31T00:11:46.428Z
Hot Since 82|spotify:artist:1tRBmMtER4fGrzrt8O9VpS|Vapours|spotify:track:1DgfoSbmoJtiRVzuJ9iFK7|358032|45|2020-10-31T00:08:14.257Z
Hot Since 82|spotify:artist:1tRBmMtER4fGrzrt8O9VpS|Be Strong|spotify:track:78Bp9xHaCXPFeyhy4CVE0f|245646|56|2020-10-31T00:02:18.088Z
