artistName|artistUri|songName|songUri|songDuration|songPopularity|played_at
Betoko|spotify:artist:48aaubPa3RsbAp4uCPhoS7|Lovve|spotify:track:6uwUdhRWaH9PuDa4xJoLjf|450731|46|2020-10-30T23:58:14.200Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Missing (feat. Andreya Triana & Ben Westbeech)|spotify:track:5tBKJQuTSZcT50MXdJ5HYu|281200|41|2020-10-30T23:50:45.235Z
Coeo|spotify:artist:3OoNpyvA82LedOZWG3WE8Z|I Can Never Be Yours|spotify:track:6RoCSGypz6Ekn7SsAIgm5b|381003|41|2020-10-30T23:46:05.664Z
Lana Del Rey|spotify:artist:00FQb4jTyendYWaN8pK0wa|Let Me Love You Like A Woman|spotify:track:4HvE2E9rXJDcQhE4YfeNuG|200661|77|2020-10-30T23:39:46.443Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|65|2020-10-30T23:36:27.611Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Angel in the Sky|spotify:track:1lewHWUDmqsHvLhf5Vz4hF|497280|48|2020-10-30T23:31:51.761Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Kittys Journey|spotify:track:7KRGQmYu7yEixrsG8fME6Z|464640|48|2020-10-30T23:23:41.082Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Dark Planet|spotify:track:6ZyEZpsnv8mwiMEeNRK2oq|512640|50|2020-10-30T23:15:58.288Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Redemption|spotify:track:5EEhXlG2oUjNEycxDEsdk0|533760|51|2020-10-30T23:07:27.360Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Lieblingsmensch - Edit|spotify:track:6CXFxsx3VCNLwRdOn9cXKp|220800|52|2020-10-30T22:58:35.401Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Take It Smart|spotify:track:3EDMs0fBGlsk9fpfJlnmAE|437760|54|2020-10-30T22:54:56.319Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Thunderstorm|spotify:track:6tOyGXVcdz0JXWh3o8Sv3c|454759|54|2020-10-30T22:47:40.337Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Happinezz - Edit|spotify:track:57ou24UwjNCXY2umuGtoCf|245760|53|2020-10-30T22:40:07.389Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Never Look Back - Edit|spotify:track:2Zl7BFy5LjDaW5tFG3Bv0D|205440|55|2020-10-30T22:36:03.408Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Lost Memory|spotify:track:76lT30VRv09h5MQp5snmsb|462719|56|2020-10-30T22:32:39.455Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|To The Moon And Back - Edit|spotify:track:30UecYdBvtbBusYnHqXtEJ|236160|57|2020-10-30T22:24:58.612Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Purple Noise|spotify:track:6MoTeX5dtuPZ3hwaecuBkz|539520|60|2020-10-30T22:18:37.693Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Gravity|spotify:track:1eV81a6H4xDdpi8r2C4tQT|216000|62|2020-10-30T22:09:39.961Z
Jorja Smith|spotify:artist:1CoZyIx7UvdxT5c8UkMzHd|Lost - Recorded at Metropolis Studios, London|spotify:track:5wjdouk5wQxXkmTeyOC12M|234080|52|2020-10-30T21:20:55.479Z
Jorja Smith|spotify:artist:1CoZyIx7UvdxT5c8UkMzHd|Lost - Recorded at Metropolis Studios, London|spotify:track:5wjdouk5wQxXkmTeyOC12M|234080|52|2020-10-30T21:20:52.262Z
FKJ|spotify:artist:2FwDTncULUnmANIh7qKa5z|Vibin' Out|spotify:track:6SEolIp22t0DzeBfCBo3hr|311837|66|2020-10-30T21:17:58.087Z
Alina Baraz|spotify:artist:6hfwwpXqZPRC9CsKI7qtv1|To Me|spotify:track:0MfMCBfIEDWroH9E09QoJu|257055|60|2020-10-30T21:12:47.827Z
Daniel Caesar|spotify:artist:20wkVLutqVOYrc0kxFs7rA|Get You (feat. Kali Uchis)|spotify:track:7zFXmv6vqI4qOt4yGf3jYZ|278179|79|2020-10-30T21:08:32.553Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Don't Let Me Down (feat. Khalid)|spotify:track:2cSiyndkQZRPmYOfrk9WlC|176688|55|2020-10-30T21:03:55.985Z
SG Lewis|spotify:artist:0GG2cWaonE4JPrjcCCQ1EG|Yours|spotify:track:1RKytJX5Lpe8yJm1Jx7XU5|230540|53|2020-10-30T21:01:00.870Z
Charlotte Day Wilson|spotify:artist:3GQboECxDT1xqPPWC30p7v|Work|spotify:track:5T1xKMA4xA7MDX4EiB8Cup|224481|61|2020-10-30T20:57:11.817Z
H.E.R.|spotify:artist:3Y7RZ31TRPVadSFVy1o8os|Hard Place - Single Version|spotify:track:1sMJJQEvUXyxILW5sv3A2P|212840|54|2020-10-30T20:53:29.210Z
Alina Baraz|spotify:artist:6hfwwpXqZPRC9CsKI7qtv1|More Than Enough|spotify:track:1tNK6PDCrJLEa2AQBCEfjP|151462|58|2020-10-30T20:49:58.036Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|65|2020-10-30T20:47:28.071Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Thunderstorm|spotify:track:6tOyGXVcdz0JXWh3o8Sv3c|454759|54|2020-10-30T19:17:36.673Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Thunderstorm|spotify:track:6tOyGXVcdz0JXWh3o8Sv3c|454759|54|2020-10-30T18:24:45.420Z
Boris Brejcha|spotify:artist:6caPJFLv1wesmM7gwK1ACy|Thunderstorm|spotify:track:6tOyGXVcdz0JXWh3o8Sv3c|454759|54|2020-10-30T18:24:37.972Z
Bolier|spotify:artist:65NscqgsoMPqBtoLbkP3jD|Fortaleza|spotify:track:4GJJYTJyjyzPDeKtUhibsH|165762|44|2020-10-30T18:18:13.063Z
Moon Boots|spotify:artist:3cIXmCH7iNcslTbwrwS7zy|I Can Boogie|spotify:track:2ozkaxd6uFj0dKhHJUxurx|286476|46|2020-10-30T18:15:26.831Z
Satin Jackets|spotify:artist:5Gn7NoCZvbVlGgtZMILRcv|Back To Me|spotify:track:0gDFEmFuqFCb3k3GJ3x7aN|221061|55|2020-10-30T18:10:39.834Z
George Mensah|spotify:artist:3iSq7kYQOAjugsv9RjCFue|Thief In The Night - Max Chapman Remix|spotify:track:5irsvmBI8GwFkR5KKFEyLm|213904|38|2020-10-30T18:06:58.207Z
Hot Since 82|spotify:artist:1tRBmMtER4fGrzrt8O9VpS|Vapours|spotify:track:1DgfoSbmoJtiRVzuJ9iFK7|358032|45|2020-10-30T18:03:23.745Z
Hot Since 82|spotify:artist:1tRBmMtER4fGrzrt8O9VpS|Be Strong|spotify:track:78Bp9xHaCXPFeyhy4CVE0f|245646|55|2020-10-30T17:57:25.195Z
Betoko|spotify:artist:48aaubPa3RsbAp4uCPhoS7|Lovve|spotify:track:6uwUdhRWaH9PuDa4xJoLjf|450731|46|2020-10-30T17:53:19.038Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Missing (feat. Andreya Triana & Ben Westbeech)|spotify:track:5tBKJQuTSZcT50MXdJ5HYu|281200|41|2020-10-30T17:45:47.810Z
Coeo|spotify:artist:3OoNpyvA82LedOZWG3WE8Z|I Can Never Be Yours|spotify:track:6RoCSGypz6Ekn7SsAIgm5b|381003|41|2020-10-30T17:41:06.119Z
Lana Del Rey|spotify:artist:00FQb4jTyendYWaN8pK0wa|Let Me Love You Like A Woman|spotify:track:4HvE2E9rXJDcQhE4YfeNuG|200661|77|2020-10-30T17:34:44.613Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|65|2020-10-30T17:31:23.430Z
Taylor Swift|spotify:artist:06HL4z0CvFAxyc27GXpf02|Love Story|spotify:track:1vrd6UOGamcKNGnSHJQlSt|235266|71|2020-10-30T15:46:11.282Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Numb - Chill Mix|spotify:track:3ifkXomA0L2CmqSWyrVPkm|199322|55|2020-10-30T12:21:08.211Z
Yotto|spotify:artist:5Dyfxq0ZrFjjeFBdSNxDbo|Is This Trance?|spotify:track:3xml45o5PxJw6Xlp8sfPIC|289017|45|2020-10-30T07:15:10.062Z
Chris Malinchak|spotify:artist:5UVzX8pQe6bb5ueNdfViih|Crash|spotify:track:1FXlhqcYaiw6KuUYtXdtAi|232981|56|2020-10-30T07:10:22.705Z
Kidnap|spotify:artist:3PvqCbhNlq96JXxPszCMZT|Moments - Ben Böhmer & Nils Hoffmann Remix|spotify:track:4F6dlpCLyi8jWWFEjdxCQ0|250206|61|2020-10-30T07:06:31.160Z
Tep No|spotify:artist:7MlotYZhHjOlXcvmwrITj8|Breathe, Be Happy|spotify:track:2fZlFi5a86CFPT0Xd96ns5|159699|60|2020-10-30T07:02:22.765Z
Ben Böhmer|spotify:artist:5tDjiBYUsTqzd0RkTZxK7u|Breathing|spotify:track:1MvLmHeLkaNgUScgbUVnWJ|222605|60|2020-10-30T06:59:44.748Z
Lane 8|spotify:artist:27gtK7m9vYwCyJ04zz0kIb|Road|spotify:track:6kckNpuM5oXZrObLExRg6d|238032|63|2020-10-30T06:56:03.674Z
Dua Lipa|spotify:artist:6M2wZ9GZgrQXHCFfjv46we|Don't Start Now - Purple Disco Machine Remix|spotify:track:2JzErxvclrRRG9bj9dEXR3|216774|59|2020-10-30T06:52:05.476Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|65|2020-10-30T03:58:08.402Z
Madeon|spotify:artist:4pb4rqWSoGUgxm63xmJ8xc|Pay No Mind (feat. Passion Pit)|spotify:track:3rsq3qtqNBId48c0IVraTS|249440|52|2020-10-30T03:29:08.841Z
Nora En Pure|spotify:artist:24DO0PijjITGIEWsO8XaPs|Birthright|spotify:track:24KBMWfxD8l3z9JwfgU9oL|183565|54|2020-10-30T03:25:00.986Z
Madeon|spotify:artist:4pb4rqWSoGUgxm63xmJ8xc|Pay No Mind (feat. Passion Pit)|spotify:track:3rsq3qtqNBId48c0IVraTS|249440|52|2020-10-30T03:19:45.299Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Missing (feat. Andreya Triana & Ben Westbeech)|spotify:track:5tBKJQuTSZcT50MXdJ5HYu|281200|41|2020-10-30T03:10:13.918Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Mountains (feat. Andreya Triana)|spotify:track:0ZdxNdAW6Q84AV7MQEVB4j|243164|42|2020-10-30T03:05:34.362Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Heaven (feat. Andreya Triana) - Mousse T.'s Disco Shizzle Remix|spotify:track:4DqovXk7x3WgTkcNgQVtQ1|200020|42|2020-10-30T03:01:32.857Z
Jakatta|spotify:artist:2kQ4ttxqjuXRDMmsYXHlZD|My Vision - The Vision Remix Edit|spotify:track:1YLl54fIQyOEXXtlHahWjv|199024|46|2020-10-30T02:58:14.480Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Heaven (feat. Andreya Triana)|spotify:track:5xw5Z9SesDnmaZxZoO7lOE|298416|48|2020-10-30T02:54:56.966Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Heaven (feat. Andreya Triana)|spotify:track:5xw5Z9SesDnmaZxZoO7lOE|298416|48|2020-10-30T02:50:09.093Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|43|2020-10-30T02:49:52.729Z
Lazlow|spotify:artist:4HDIsEQVKPkey4XVbvgUcT|Azure|spotify:track:6frUU6gATiUXvUv1tERWMr|124720|55|2020-10-30T02:00:45.711Z
Tom Doolie|spotify:artist:4C7NcNb9V6lakzMGHQlm8i|New Fields|spotify:track:22e0ya5jFpcRTXl8l7DLHE|132426|64|2020-10-30T01:59:00.327Z
Kupla|spotify:artist:7daSp9zXk1dmqNxwKFkL35|Mirror Universe|spotify:track:1BqWKidiIXJCUBrZCuZKW2|156048|54|2020-10-30T01:57:22.256Z
Devaloop|spotify:artist:0eEQAbC1TFqlGdqIa5YjKY|Saturns Dream|spotify:track:5DYw4ltzjfTz7CJuL8XR9J|136296|51|2020-10-30T01:55:14.245Z
invention_|spotify:artist:7uA2p3333eiW9Cknf1twtU|Earlyriser|spotify:track:5CPnm1LWeVhfC6KIHVE5Ad|133220|51|2020-10-30T01:53:27.527Z
Jazzanova|spotify:artist:0nTErwSOllrcUWt3knOG2T|What Do You Want - Don Philippe Remix|spotify:track:3pN0n9iixGsDNRvokjO2mr|155246|50|2020-10-30T01:52:03.152Z
URCHN|spotify:artist:6TsSBSisvQYCupsHmXe1iK|AsleepInStormyWeather|spotify:track:2nasu1BH3DBRGs6d3nKEMl|130120|50|2020-10-30T01:50:08.178Z
Idealism|spotify:artist:6YJ4EgQzDfJnIHRbqIHAdD|Somehow|spotify:track:08IjCH3GfvVcdfwfz03exU|171633|56|2020-10-30T01:48:47.260Z
Pachakuti|spotify:artist:2pQzPOCdgQgaUpWG3WEcYr|Semilla|spotify:track:1fESUSWh8dtvwFcOqZSSSf|132146|52|2020-10-30T01:46:48.761Z
Burrito Brown|spotify:artist:48kJefJWRoWhRyoZ6GWwlc|Melon Monroe|spotify:track:4xwucFyYsWbvCOd5SW1Q87|117037|57|2020-10-30T01:44:52.812Z
Zmeyev|spotify:artist:3VXe7BcibISROhxRdPuRNL|Every Night|spotify:track:3YJfyZAiUqmliS5wh7W5mu|145152|63|2020-10-30T01:43:06.028Z
The Cancel|spotify:artist:2C62QiJ3Rme5no5evMD1hH|Look of Love|spotify:track:1VEJqr3XJxIBmRIv5qaQ6Z|114545|51|2020-10-30T01:41:03.251Z
Karmawin|spotify:artist:2rOhOgnBlD4qpnQEsl7sRK|Dusty Memories|spotify:track:4vdToxESCrJ64mhWjvMpHk|228000|54|2020-10-30T01:39:35.866Z
Saib|spotify:artist:6N4HlHINMvoTyAL0yhBUCk|Catch the Wind|spotify:track:6cUMztYsgtLDy11HjjxXru|173779|56|2020-10-30T01:36:50.866Z
Papi Churro|spotify:artist:4igGvshE0R9UvpobsKOsSK|El Barrio|spotify:track:5MFO6JHKpYUHo9XZkPlD3Y|150745|58|2020-10-30T01:34:28.498Z
Move 78|spotify:artist:3gmX5TSkgW4iu2dm71QzWr|Middling|spotify:track:2xO5d7qXirwgiqp5oRDUbv|272000|51|2020-10-30T01:32:09.001Z
F. Of Audiotreats|spotify:artist:5Xzs0dh0Edme7rKAurunCL|Without You|spotify:track:5OxW1UtWzcCxpixf4UUZFg|152906|50|2020-10-30T01:16:06.281Z
G R I Z|spotify:artist:3gBnd68xkEhdBujCwX6daz|Cordon Bleu|spotify:track:3qrGPKnwYrVgucSF6bxsif|141442|63|2020-10-30T01:13:54.909Z
Board-Man|spotify:artist:1w9k3VBVzpKs0LsauO5jBd|Isn't She Lovely|spotify:track:64iJy1NWP9ghyRPpwKV7sC|126315|57|2020-10-30T01:11:55.799Z
lisnn|spotify:artist:1REa8kI2N4Jp9xZJ9wHFdd|Warmer Together|spotify:track:1PFBZIQJ5ETnT0f1zTSPQs|157500|55|2020-10-30T01:10:05.858Z
Gesmis|spotify:artist:09BQkr06MjFC0nQEd1nG4W|Always Highhh|spotify:track:2nMNBKNWbTsnq14L1ZT0Xc|140248|58|2020-10-30T01:08:01.301Z
Shuko|spotify:artist:1mOiWC7OH9ANUtt3vd0A10|Come & Stay|spotify:track:7qAtl4mH0HzajgYc2MOG77|130093|51|2020-10-30T01:06:05.682Z
Wun Two|spotify:artist:69cjjIQEN8M6heOBT2SqZE|Geschenkartikel|spotify:track:4nucsO8MZD7RkZoO99UAFS|136199|50|2020-10-30T01:04:20.386Z
7apes|spotify:artist:4smeBjKru2y3oeQkGSfotv|Sunset Blvd|spotify:track:2VhbfT4qyB4KFhVEDplXxX|196363|57|2020-10-30T01:02:07.444Z
lōland|spotify:artist:5AUK3KLrqdHpcsRowJVJIn|Komorebi|spotify:track:3efdyRzNim7J02zT9nIv9l|144637|59|2020-10-30T00:59:27.372Z
Ganzo|spotify:artist:2eZYqViRzYxEWVhIRvL5g8|Happy Feet|spotify:track:792WJ7wBMOJYSnG9c0AM97|142014|56|2020-10-30T00:57:16.479Z
DAO|spotify:artist:0vO0wjb2c1Bkyj9zffz2m9|Speakeasy|spotify:track:1n4ru72obd2MB5O74KKLkn|116296|51|2020-10-30T00:55:16.762Z
Living Room|spotify:artist:0sLb0ouettR8lDLnEgCSVK|Soul Croissant (Phlocalyst Homemade Chocolate Hazelnut Spread)|spotify:track:1D4aCyf8t5mRFcEOraJDLq|197227|45|2020-10-30T00:53:53.640Z
Screen Jazzmaster|spotify:artist:0ccv58yNhOu5FERx9Kpvgt|Morning in Tbilisi|spotify:track:0eUyvXi1OHuJxikJau7tiw|171010|54|2020-10-30T00:50:56.359Z
Handbook|spotify:artist:6OvOdUubb1MOOz2FtGWlHk|Petals|spotify:track:7MW9NDTPr59RYoGFQxTRdb|183157|37|2020-10-30T00:48:48.469Z
FRANZ|spotify:artist:4pAtdFcsdl8iMusalbOlLS|Sims|spotify:track:7jNmacKTlcUl5BcUQ9f5kW|197647|62|2020-10-30T00:46:16.751Z
Ta-ku|spotify:artist:13Kd75NSHSp9lB4CaqPMOV|Remember Me|spotify:track:2weQXKgUMh3OKNvrQJijyz|210972|55|2020-10-30T00:43:38.580Z
The BREED|spotify:artist:5Xl8d6HbzkkwWmSQSOsv7k|Trailerpark Sunset|spotify:track:73hDblmzAaw9TjM8BKujfR|136213|52|2020-10-30T00:40:21.064Z
Saib|spotify:artist:6N4HlHINMvoTyAL0yhBUCk|Tokyo Cruise|spotify:track:4xDEZDYPERKrpCDOX1CYtw|182500|57|2020-10-30T00:38:29.476Z
Ganzo|spotify:artist:2eZYqViRzYxEWVhIRvL5g8|House Of Spirits|spotify:track:1b1vZDjpESlpXrQzJRUZNW|99693|53|2020-10-30T00:36:09.499Z
DAO|spotify:artist:0vO0wjb2c1Bkyj9zffz2m9|Lifted|spotify:track:6SptLSH5KWZl9udqTyZUpy|130053|55|2020-10-30T00:34:39.826Z
iamalex|spotify:artist:6M6LWvHKgBle8SUtSpq6SU|About You|spotify:track:2wj5L1eqcgD8rssYOqnKZQ|111071|50|2020-10-30T00:32:45.922Z
Downtown Owl|spotify:artist:3jEI56iIV3YlRCHnejQU0Y|Okay|spotify:track:4WMXPm0WaIw49o8fUO3cKD|172235|61|2020-10-30T00:31:09.884Z
Vicetone|spotify:artist:0daugAjUgbJSqdlyYNwIbT|Hope|spotify:track:1p1nLXGRHKeA1uAdjSVn24|250357|42|2020-10-29T22:32:01.430Z
Oilix|spotify:artist:5hXOmfSG0AUYWd2ipat82x|Rolling Waves|spotify:track:238PDxNZ8Fht27HWUzfmjC|133953|52|2020-10-29T20:10:41.029Z
Burrito Brown|spotify:artist:48kJefJWRoWhRyoZ6GWwlc|Dreaming of Clementines|spotify:track:0T5QXR1lHEIGi4cgn9XOTk|130000|50|2020-10-29T20:08:38.347Z
Purple Disco Machine|spotify:artist:2WBJQGf1bT1kxuoqziH5g4|Hypnotized - Roosevelt Remix|spotify:track:0XV2OJ0a9luku1cSdgX1Nv|231444|22|2020-10-29T14:34:39.267Z
Chris Malinchak|spotify:artist:5UVzX8pQe6bb5ueNdfViih|When The World Stops Turning|spotify:track:1CjzPEwLDQi2K6UMAi6IGR|295963|42|2020-10-29T14:30:47.260Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Home (feat. Andreya Triana)|spotify:track:6J9jNTtd6pt32fx6D5JpCU|228770|36|2020-10-29T14:25:50.754Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Missing (feat. Andreya Triana & Ben Westbeech)|spotify:track:5tBKJQuTSZcT50MXdJ5HYu|281200|40|2020-10-29T14:22:13.213Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Mountains (feat. Andreya Triana)|spotify:track:0ZdxNdAW6Q84AV7MQEVB4j|243164|42|2020-10-29T14:17:38.314Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Heaven (feat. Andreya Triana) - Mousse T.'s Disco Shizzle Remix|spotify:track:4DqovXk7x3WgTkcNgQVtQ1|200020|42|2020-10-29T14:13:34.657Z
The Vision|spotify:artist:33nwA09TKiO0nWmUrI3E1I|Heaven (feat. Andreya Triana)|spotify:track:5xw5Z9SesDnmaZxZoO7lOE|298416|48|2020-10-29T14:10:07.946Z
Lana Del Rey|spotify:artist:00FQb4jTyendYWaN8pK0wa|Let Me Love You Like A Woman|spotify:track:4HvE2E9rXJDcQhE4YfeNuG|200661|76|2020-10-28T23:56:27.731Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|65|2020-10-28T23:54:58.064Z
Starley|spotify:artist:02A3cEvlLLCbIMVDrK2GHV|Call on Me - Ryan Riback Remix|spotify:track:2L6orAlH8tBhiFTumIfMyF|222040|64|2020-10-28T23:50:46.342Z
Years & Years|spotify:artist:5vBSrE1xujD2FXYRarbAXc|King - Gryffin Remix|spotify:track:2I7G4jUnwkLYwf0hugXU6O|282895|37|2020-10-28T20:14:29.366Z
Gryffin|spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh|Tie Me Down (with Elley Duhé)|spotify:track:4QVS8YCpK71R4FsxSMCjhP|218295|66|2020-10-28T20:09:45.959Z
The Magician|spotify:artist:4WUGQykLBGFfsl0Qjl6TDM|Sunlight (feat. Years and Years) - Darius Remix|spotify:track:2FsGvAxjBVUCaFrm3uDmHV|244202|47|2020-10-28T20:06:07.152Z
Worakls|spotify:artist:5RPzPJCg4ER1LzQkorZ31p|Salzburg|spotify:track:7grNHTSADMlLZ96mH4wI85|436150|50|2020-10-28T20:02:02.455Z
Fakear|spotify:artist:4eFImh8D3F15dtZk0JQlpT|Song For Jo|spotify:track:4suedtVkZwIQpyADt8H6xU|204604|41|2020-10-28T19:54:45.807Z
KOLIDESCOPES|spotify:artist:21ey6s5hEcTcVKDrF5MWby|Back to You|spotify:track:1PbdYMwDKcOStmrlWgITRr|244000|36|2020-10-28T19:51:20.662Z
Fakear|spotify:artist:4eFImh8D3F15dtZk0JQlpT|La belle âme|spotify:track:4rJlusDiDLIvrOqzz7Jvgw|220879|32|2020-10-28T19:47:16.154Z
Holy Models|spotify:artist:2iAq0gKjg6badqGMiOfwrK|Lessons - Falcon Punch Remix|spotify:track:71UcJHQ3vwZSTnioR9kBNz|363214|30|2020-10-28T19:43:34.785Z
Lane 8|spotify:artist:27gtK7m9vYwCyJ04zz0kIb|Road|spotify:track:6kckNpuM5oXZrObLExRg6d|238032|63|2020-10-28T19:37:31.069Z
V. James|spotify:artist:7Kl0EH83Xb2SJbgxs6eDTq|slow groov|spotify:track:3PzKij8wApTdyXTBHZzucm|124800|50|2020-10-28T17:22:47.393Z
Aphrodiciaq|spotify:artist:1YlacHeO7Vj237OMKD8hxh|The Ventriloquist|spotify:track:4JfigucMdhidtV5oGUbBxY|216000|55|2020-10-28T17:20:42.092Z
wuf|spotify:artist:3e2HPVhdESPqMSoQMCpmtq|Floating|spotify:track:6IQZ4aWSnWZm8Cohq1kF0M|88521|49|2020-10-28T17:17:05.545Z
Smeyeul.|spotify:artist:4IXRiE1MOvty3H8tQ0KvTO|bedroom|spotify:track:3V8ELNE06T87kkrYnXg4od|153600|49|2020-10-28T17:15:36.518Z
Lostiu.|spotify:artist:6CEgfsDePp88lDga57sRsM|Noairleft|spotify:track:1rlcrXv6JoktSYbXJKlNtB|110769|48|2020-10-28T17:13:02.381Z
Justin Element|spotify:artist:64F6z53BPVKp3KOs3Mn9dg|Dark Life|spotify:track:6gMynMmqbNqhSTO70z3Pup|120000|0|2020-10-28T17:11:11.123Z
RINZ.|spotify:artist:1qc48l4N7tBU8sMOuIAa82|Bassin|spotify:track:4IA07rs82KIjWfWrGzw2u7|101647|49|2020-10-28T14:30:03.113Z
Jmss|spotify:artist:36SBg8t2alILgIBtN5V2Jb|Waterfall|spotify:track:2vIx9FiVtX8rVIhy0TsdtN|115200|55|2020-10-28T14:28:05.952Z
Malia Løu|spotify:artist:7L101JhKGlktbrpW8DQ3GL|Killing Time|spotify:track:3WgPd7FVAvSxjjfdeS7wj4|122626|53|2020-10-28T14:26:36.309Z
Summit One|spotify:artist:4LjrwGL6ImaewVOcW6kJ42|Icy Waters|spotify:track:5RCvWR4MXGZEfkE6ofH5F9|108717|55|2020-10-28T14:25:19.590Z
Kan Sano|spotify:artist:5b3ZFm6P1lpZIASMDnBDs9|On My Way Home|spotify:track:3UwKfXx1SdJSxnzG2gYkgc|194337|58|2020-10-28T14:24:19.598Z
Hugo|spotify:artist:7nDJpnTQgtM87yaive1aos|Dizzy|spotify:track:7byMNQiuZvKb8Guo4q5dkO|133691|49|2020-10-28T14:21:28.835Z
lōland|spotify:artist:5AUK3KLrqdHpcsRowJVJIn|yashinoki|spotify:track:7JcKF4YAz6AOW1b7RjTxnp|144750|58|2020-10-28T14:17:48.143Z
Oatmello|spotify:artist:0YAkOkbeAPiS35qyouiM4O|Mirage|spotify:track:7eKngPbV73979PMS9k3vQV|120000|53|2020-10-28T14:15:48.096Z
Jes Nil|spotify:artist:7gF7CFdREwDpmTLIxTdz10|Reassuring Drops|spotify:track:6itjWG7F9xrubgo84dJ0w7|88441|61|2020-10-28T14:14:30.005Z
Ymori|spotify:artist:4Yccu9UQwMSEegvhhS6tRK|Taonica|spotify:track:7z66nL3YErRDjn3ooQd7kM|147905|54|2020-10-28T14:13:23.608Z
Aviscerall|spotify:artist:39eka3QcVZN0xYUX5nvtXM|Lullabyes|spotify:track:1lwCqBqzMEyYxWew1PDktS|163813|58|2020-10-28T14:11:32.801Z
HM Surf|spotify:artist:6TeBxtluBMQixZcKkJ3ZrB|3PM|spotify:track:0W8BAhQCzcccgD4EABB33E|135000|59|2020-10-28T14:09:39.801Z
Slowheal|spotify:artist:6XfzIkZ3Qel4Lvhba67CqC|Coral Reef|spotify:track:3ElDX6t2ayq83erLIjy3fx|162000|59|2020-10-28T14:08:09.924Z
DJ Gotta|spotify:artist:2LiS7gJzbN1cv22Fxg6wng|Love Story Remix (I Love You) [TikTok Dance]|spotify:track:7gj7UTufJDTQWuEPHHpvFr|176743|39|2020-10-28T08:20:49.377Z
Krystal Klear|spotify:artist:0jqr8aeeHSn5pMEVD4aTrI|Neutron Dance|spotify:track:2dxiLe0Pq6pG058eYMbrn7|396435|50|2020-10-28T01:47:00.767Z
DJ Gotta|spotify:artist:2LiS7gJzbN1cv22Fxg6wng|Love Story Remix (I Love You) [TikTok Dance]|spotify:track:7gj7UTufJDTQWuEPHHpvFr|176743|39|2020-10-28T01:46:28.256Z
Sonny Fodera|spotify:artist:39B7ChWwrWDs7zXlsu3MoP|Into You|spotify:track:6lvXCTiPKfgrvUjxKjd7Ds|214838|57|2020-10-27T22:37:05.095Z
